lemma, CV, distance
ṣillu,ṣillu,0
ṣillu,ṣillika,3
ṣillu,ṣilašu₂nu,5
ṣillu,GISSUia,7
ṣillu,ṣilašu,2
ṣillu,ṣiilliia,4
ṣillu,ṣilla,1
tarṣu,tarṣa,1
birītu,bireeti,3
birītu,DAL.BA.AN.NA,12
birītu,biriit,3
birītu,biriti,2
birītu,baraati,4
hašālu,haša₂lu,2
hašālu,tahaššal,5
hašālu,haša₂la,3
hašālu,ihšul,4
hašālu,KUM,6
hašālu,ihšulu,3
hašālu,lihšulka,6
qēmu,qe₂em,4
qēmu,ZI₃.DA,6
qēmu,ZI₃MEŠ,6
qēmu,qe₂mu,2
qēmu,qe₂muka,4
qēmu,qe₂mi,3
qēmu,qe₂me,3
qēmu,ZI₃.ZI₃,7
qēmu,ZID₂,4
qēmu,ZI₃.DAšu₂,8
qēmu,qe₂mee,4
qēmu,ZID₂.DA,7
qēmu,qi₂me,3
kibtu,GIG.BA,6
kibtu,ŠE.GIG,6
kibtu,kibti,1
kibtu,kibtu₂,1
kibtu,{še}GIG.BA,10
kibtu,kibaatu₂,3
kibtu,GIB₃.BA,7
kibtu,{še}GIG.BA{+aʾ},15
kibtu,ŠE.GIB₃,7
uhūlu,NAGA,5
uhūlu,uhhulu,2
uhūlu,u₂hulu,2
uhūlu,{u₂}NAGA.SI,10
uhūlu,NAGASI,6
uhūlu,NAGA.SI.MEŠ,11
šīnātu,KAŠ₃šu₂,6
šīnātu,KAŠ₃MEŠšu₂,9
šīnātu,šinatiša,5
šīnātu,KAŠ₃MEŠ,7
šīnātu,šinatišu,4
šīnātu,šinatiia,5
šīnātu,šinaatu₂,4
šīnātu,KAŠ₃šu,5
šuburru,DUR₂šu,6
šuburru,DUR₂.GIG,8
šuburru,DUR₂,7
šuburru,šuburašu₂,3
šuburru,šubarra,2
šuburru,šuburri,1
sudduru,suuddur,2
ṣerretu,ṣarrat,3
ṣerretu,ṣerret,1
ṣerretu,ṣeret,2
ṣerretu,ṣerretsa,2
ṣerretu,ṣerraat,3
ṣerretu,ṣerretsunu,3
ṣerretu,ṣerretu₄,1
nāgiru,nagiri,2
nāgiru,{lu₂}NIMGIR₂,12
nāgiru,{lu₂}NIMGIR₂(ŠUDUN),19
nāgiru,NIMGIR,6
nāgiru,nagir₂,2
nāgiru,{lu₂}NIMGIR,11
nāgiru,{lu₂}GEŠ₂.U,11
nāgiru,{lu₂}nagiri,7
nāgiru,nagir,2
zīqīqu,ziqiqu,2
zīqīqu,zaqi₂qu,3
zīqīqu,zaqi₂qi₂,5
zīqīqu,AN.ZA.GAR₃,10
mahāru,mahiruʾ,2
mahāru,limhuruka,6
mahāru,limhura,5
mahāru,mahir,2
mahāru,muhur,3
mahāru,mahiraat,4
mahāru,mahiir,3
mahāru,imhuru,3
mahāru,imhuurma,6
mahāru,limhurukama,8
mahāru,imtahharuu,5
mahāru,imhuranima,8
mahāru,IGIir,5
mahāru,imahhara,4
mahāru,immahhara,5
mahāru,maahru,2
mahāru,mahari,2
mahāru,limhuranni,8
mahāru,mahar,2
mahāru,muhrinima,7
mahāru,limhur,5
mahāru,imahhar,4
mahāru,imtaahru,4
mahāru,imahharu,3
mahāru,maahrum,3
mahāru,u₂šamharu,5
mahāru,imhur,4
mahāru,limhurki,6
mahāru,limhuraanni,9
mahāru,mahirat,3
mahāru,imtahharuma,6
mahāru,IGIhar,5
mahāru,uštamahhar,7
mahāru,IGIšu₂,6
mahāru,IGIšu₂ma,8
mahāru,imhuršu₂,5
mahāru,u₂šamhira,6
mahāru,muhu;ur,4
mahāru,amhuruu₂,5
mahāru,tamahar,4
mahāru,mahraku,3
mahāru,limhurkunuši,9
mahāru,mahhir₂,3
mahāru,immahharu,4
mahāru,tamhiir,5
mahāru,amhuur,5
mahāru,u₂šamhiraanni,10
mahāru,amhuru,3
mahāru,imhuur,5
mahāru,imahharma,5
mahāru,immaahru,4
mahāru,imdahruma,5
mahāru,mahru,1
mahāru,imharšu₂,5
mahāru,imhurannima,9
mahāru,muuhraaš₂,7
mahāru,immahhar,5
mahāru,limhurma,6
mahāru,imahharka,5
mahāru,muhra,3
mahāru,muhrama,5
mahāru,mithur,4
mahāru,amhuruma,5
mahāru,tušamhar,6
mahāru,muuhra,4
mahāru,muuh₂ra,4
mahāru,mahri,2
mahāru,imhurru,4
mahāru,limhuru,4
mahāru,imtahar,4
mahāru,mahrak,3
mahāru,imtahharu,4
mahāru,imahharšu,4
mahāru,imhura,4
mahāru,liimhuuršu,7
mahāru,muhraama,6
mahāru,IGI,6
mahāru,amahharka,5
mahāru,immahar,4
mahāru,mahratunu,5
mahāru,mahharaatu₂,6
mahāru,imhuraanni,8
mahāru,amhura,4
mahāru,muhurma,4
mahāru,mahrat,3
mahāru,attahar,5
mahāru,ahhura,4
mahāru,muhraannima,9
mahāru,imdahharu,4
mahāru,mahruu₂,3
mahāru,amhurka,5
mahāru,amhur,4
mahāru,limhurannima,10
mahāru,imdahara,4
mahāru,emahharu,3
mahāru,u₂mahar,4
mahāru,KIMIN,6
mahāru,u₂šamhirka,7
mahāru,tamahhar,5
mahāru,imhurka,5
mahāru,imhuranni,7
mahāru,mahrata,4
mahāru,mahara,2
mahāru,muhriinnima,9
mahāru,IGIharšu₂,6
mahāru,IGIharšu₂ma,8
mahāru,imhurušu,5
mahāru,tamtahar,5
mahāru,mahra,2
mahāru,muhrima,5
mahāru,mahrati,4
mahāru,mahratima,6
mahāru,muhri,3
mahāru,mahrani,4
mahāru,imhuršu₂ma,7
mahāru,muhraanni,7
mahāru,IGIMEŠšu₂,8
mahāru,IGI{+ri},7
mahāru,mahruuʾ,3
mahāru,muhurannima,8
mahāru,u₂maharma,5
mahāru,imahhuru,3
mahāru,muuh₂ri,4
mahāru,imdahharama,7
mahāru,imtahharušu₂,7
elpetu,elpitu₂,2
elpetu,NUMUN₂,6
elpetu,{u₂}NUMUN₂,10
elpetu,{u₂}elpitu₄,6
elpetu,{u₂}NUMUN₂{sar},15
elpetu,elpati,2
baqāmu,baqaan,3
baqāmu,ubaaqqiim,6
baqāmu,ibaqqam,4
baqāmu,baqanaa,4
baqāmu,abaqqaan,5
marṣiš,GIGiš,4
marṣiš,GIG,6
marṣiš,marṣiiṣ,2
marṣiš,marṣiis,2
lemniš,leemniiš,2
Namtar,{d}nam.tar,5
Namtar,{d}NAM.TAR,9
mayyālu,KI.NA₂,7
mayyālu,KI.NA₂šu₂,8
mayyālu,GIŠ.NA₂,7
mayyālu,maaaliim,6
mayyālu,maaaal,4
mayyālu,maaala,4
mayyālu,KI.NU₂šu₂,8
mayyālu,KI.NU₂,7
mayyālu,maaalu,3
mayyālu,maaaalšu,4
arhu,arhu,0
arhu,arhatišu,4
arhu,ar₂hu,1
arhu,ar₂hi,2
arhu,AB₂,4
arhu,arhiim,3
takpertu,takpirtu₄,2
takpertu,takpertu₄,1
takpertu,takpirat,3
takpertu,takperti,1
zarāqu,azriq,4
ašnan,aš₂naan,2
ašnan,{d}aš₂naan,5
ašnan,{d}ašnaan,4
kamû,kamii,2
kamû,kamuu₂,3
kamû,LA₂u₂,5
kamû,ikmuu₂,5
kamû,ikkamuu₂,5
kamû,akammu,3
kamû,ikammi,3
kamû,LALmu,4
kamû,LA₂mu,4
kamû,LA₂MEŠu₈,8
kamû,LA₂MEŠšu₂nu,11
kamû,liikme,5
kamû,likmi,4
kamû,akmukama,5
kamû,LA₂i,4
kamû,kamušu,3
kamû,kimaanni,6
kamû,kamu,1
kamû,ikmuu,4
kamû,akmišunutima,10
kamû,ikkame,3
kamû,ikkamu,3
kamû,ikkammu,4
kamû,LA₂mu(KAM@v),11
kamû,kamušu₂,4
kamû,ikam@vmušu,7
kamû,LA₂BI,5
kamû,LAL,4
kamû,LALu₂,5
kamû,ikam₂mišu₂,7
kamû,kamuti,3
kamû,liktameu₂,6
kamû,kamee,2
šuqammumu,šuqammumu,0
šuqammumu,šuqammeem,3
šuqammumu,ušqamaammu,5
marāsu,tamarras,5
erbettu,erbet,2
erbettu,erbetta,1
erbettu,LIMMU₂ti,7
erbettu,LIMMU₅ti,7
erbettu,LIMMU₂,7
erbettu,LIMMU₂ti₃,8
erbettu,LIMMU₂te,7
erbettu,erbettišu₂nu,5
erbettu,erbitu₂,3
tubqu,tubuqat,3
tubqu,UB,5
tubqu,tub₂qi₂,3
tubqu,tub₂qat,3
tubqu,tubqaatu,3
tubqu,tubqi₂,2
tubqu,UBMEŠ,5
tubqu,tubqat₂,3
tubqu,UBša₂,5
tubqu,tubqaati,4
tubqu,ṭu₂ubqa₂at,7
šahātu,ša₂hatu,2
šahātu,šahati,2
šahātu,sahatsu,3
šahātu,ša₂hate,3
šahātu,ša₂hati,3
šahātu,ša₂haat,4
šahātu,ša₂hati₃,4
šahātu,ša₂hatu₄,3
askuppu,I.DIB,7
askuppu,KUN₄,7
askuppu,{giš}KUN₄,9
askuppu,asquppat,3
askuppu,KUN₄su,6
askuppu,ZAG.DU₈MEŠ,10
askuppu,askuppu,0
mēdelu,me₂del,3
mēdelu,medelu,1
mēdelu,medilki,4
mēdelu,medeli,2
sikkūru,sikkuru,1
sikkūru,sikkur,2
sikkūru,{giš}SAG.KULmi,13
sikkūru,{giš}SAG.KUL,11
sikkūru,{giš}sikkur,7
sikkūru,sikkurratu₄,5
šigaru,šigaru,0
šigaru,šigari,1
šigaru,šigaar,2
šigaru,{giš}SI.GAR,10
šigaru,šigar₃,1
šigaru,SI.GAR,6
šigaru,šigar,1
šigaru,šigaršu₂nu,4
zakāru,zakar,2
zakāru,MUar₂,5
zakāru,tazakar,4
zakāru,zakru,1
zakāru,zakrat,3
zakāru,taazkurma,6
zakāru,littasqaru,7
zakāru,azkuru,3
zakāru,izkuru,3
zakāru,azakaru,2
zakāru,tazaqar,5
zakāru,littasqar,8
zakāru,izzakar,4
zakāru,izzakarukunuši,9
zakāru,izzakar₂,4
zakāru,azkur,4
zakāru,izakkar,4
zakāru,izkur,4
zakāru,izakar,3
zakāru,izkuršiimma,9
zakāru,izakkaršu₂,5
zakāru,MU,6
zakāru,izzaqa₂ra,6
zakāru,zakir,2
zakāru,zakari,2
zakāru,littasqarma,9
zakāru,GU₃.GU₃ar₂,9
zakāru,u₂zakar,4
zakāru,liizzakir,6
zakāru,issa₃qar,7
zakāru,luttaztakar,8
zakāru,tuša₂aš₂qara,10
zakāru,azzakar,4
zakāru,MUma,6
zakāru,izakkarma,5
zakāru,u₂šaaz₂kaarma,10
zakāru,azzakru,3
rābiṣu,MAŠKIM,6
rābiṣu,rabiṣi,2
rābiṣu,MAŠKIM₃,7
rābiṣu,NE,6
rābiṣu,MAŠKIM₂,7
rābiṣu,rabiiṣ,3
puhālu,puhala,2
puhālu,puhali,2
ālittu,alittu₄,2
ālittu,alidaatu₂,5
ālittu,alittu,1
ālittu,alittu₂,2
ālittu,alittašu₂,4
ālittu,alit,3
ālittu,alite,3
ālittu,aliittu,2
ālittu,alitta,2
ālittu,alittaša,4
parratu,{udu}parrat,6
urīṣu,MAŠ₂,5
urīṣu,u₂riṣa,3
urīṣu,{mul₂}MAŠ₂,9
urīṣu,MAŠ₂.NITA₂,10
enzu,enzatušu₂,5
enzu,UD₅,4
enzu,UZ₃MEŠ,6
enzu,{mul}UZ₃,8
enzu,enzi,1
enzu,enzašu₂,3
enzu,enza,1
enzu,{mul}UZ₂,8
unīqu,{munus}AŠ₂.GAR₃,13
unīqu,{munus}EŠGAR,10
unīqu,u₂niqi₂,4
unīqu,u₂niqa,3
Šamaš-eṭir,{m}{d}UTU.KARir,13
ešrû,ešruu₂,3
ešrû,10.KAM,6
ešrû,10.KAM@v,8
ešrû,10.KAM₂,7
ešrû,U₄.20.KAM@v,11
ešrû,20.KAM₂,7
Nabopolassar,{m}{d}+AGAURI₃,14
Nabopolassar,{m}{d}+AGAURU₃,14
Nabopolassar,{d}PAAPAB,12
Nabopolassar,{d}AGAURI₃,12
Nabopolassar,{m}{D}+AGAURI₃,14
Nabopolassar,{d}AGAPAB,12
Nabopolassar,{d}MUATIAURI₃,13
Ereqqu,MAR.GID₂.DA,11
Antu,{d}KI.ŠAR₂.GAL,13
Antu,{d}antu₄,5
Antu,antaam,4
Antu,anti,2
Antu,antum,2
Antu,{d}KI.|ŠAR₂×GAL|,15
Antu,aantum,3
Enzu,{mul₂}UZ₃,9
Enzu,{mul₄}UZ₃,9
Enzu,{mul₂}UD₅,9
ašarēdu,SAG.KAL,7
ašarēdu,aša₂reduti,4
ašarēdu,ašaredu,1
ašarēdu,aša₂redi,3
ašarēdu,SAG.KALMEŠ,10
ašarēdu,aša₂redu,2
ašarēdu,SAG.KALMEŠia,12
ašarēdu,aša₂red,3
ašarēdu,aša₂reed,4
ašarēdu,SAG.KALMEŠMU,12
ašarēdu,ašareed,3
ašarēdu,SA₅.GAL₂,8
ašarēdu,aša₂rittu₄,5
ašarēdu,ašared,2
ašarēdu,aša₂retti,5
Habaṣiranu,{mul₄}EN.TE.NA.BAR.HUM,22
Šitaddaru,{mul₂}SIPA.ZI.AN.NA,19
Šitaddaru,{mul₂}SIPA,10
Šitaddaru,šitadara,3
Šitaddaru,SIPA.ZI.AN.NA,13
Qaštu,{mul}PAN,8
Qaštu,{mul₂}BAN,9
Erra,{d}er₂ra,5
Erra,er₃ra,2
Erra,{d}ER₃.RA,8
šanānu,ša₂anna,4
šanānu,šanaan,3
šanānu,SA₂.SA₂nu,7
šanānu,SA₂.SA₂,7
šanānu,išša₂annaan,8
šanānu,ištannanuma,6
šanānu,iša₂annanušu,7
šanānu,uštataamma,8
šanānu,aš₂naanni,6
šanānu,iša₂naan,5
šanānu,išnun,4
šanānu,ša₂nanu,2
šanānu,šitnunu,3
šanānu,ša₂nani,3
šanānu,išša₂nanu,4
šanānu,šiitnuna,5
tûltu,tulta₅,3
tûltu,tuultum,3
tûltu,{mul₄}tultu₄,8
tûltu,tuultu,2
tûltu,{mul}tultu₄,7
tûltu,tultu₄,2
narāmtu,naram(IM)ti,6
narāmtu,naramtaka,4
narāmtu,naramtu₄,2
narāmtu,naraamtaka,5
narāmtu,KI.AG₂ti,7
narāmtu,naramtišu,3
narāmtu,naramti,2
narāmtu,naramtašu₂,4
narāmtu,nara(AL)matka,8
Ningirsu,{d}nin.gir₂.su,7
iššiakku,iššakku,1
iššiakku,iššakki,2
Ninmah,{mul}NIN.MAH,11
Ninmah,{d}nin.mah,5
Alammuš,{d}alammuš,4
Dumuzi,{d}DUMU.ZI,9
Dumuzi,{d}dumu.zi,5
Dumuzi,{m}{d}dumuzi,7
Papsukkal,{d}papsukkal,4
šukkallu,sukkal,3
šukkallu,sukkallu₄,2
šukkallu,suukkallu₄,3
šukkallu,SUKKALka,8
šukkallu,sukal,4
šukkallu,SUKKALšu,7
šukkallu,sukkallu,1
šukkallu,{lu₂}SUKKALlu,10
šukkallu,{lu₂}SUKKAL,10
wīṣu,iṣi,3
wīṣu,iṣa,3
wīṣu,iṣtu₄,4
wīṣu,iṣutu₄,5
wīṣu,meṣa,3
harāpu,harpuni,3
harāpu,hariipšu,3
harāpu,NIM,6
harāpu,NIMma,6
harāpu,u₂harrapama,7
harāpu,harpu,1
harāpu,harapu,1
harāpu,harapišu₂,4
harāpu,haarpatma,6
ešertu,ešreetu,2
ešertu,aš₂rat,4
ešertu,ešreeti₃,4
ešertu,ešretišunu,6
ešertu,ZAG.GAR.RA,10
ešertu,ešret,3
ešertu,aširti,3
ešertu,ešretiša₂,6
ešertu,ašrat,4
ešertu,ašir₃ti,4
ešertu,ašir₂rati,6
ešertu,ZAG.GA.RA,9
ešertu,ašratu₂,4
ešertu,ašir₂ta,4
ešertu,ZAG.U,6
ešertu,ZAG.UMEŠ,8
ešertu,ešreet,3
ṭātu,ṭaatu₂,3
ṭātu,ṭati₃,3
šillatu,šillat,1
šillatu,INIM.NU.GAR.RA,14
šillatu,šillatMEŠ,3
šillatu,seelati,4
šalālu,išallal,4
šalālu,ištalal,4
šalālu,LAH₄lalma,7
šalālu,ašallal,4
šalālu,iššallal,5
šalālu,išaallaluma,6
šalālu,ša₂lal,3
šalālu,išallaluma,5
šalālu,ša₂lalu,2
šalālu,aš₂lula,4
šalālu,ša₂lala,3
šalālu,LAH₄al,6
šalālu,išluluma,5
šalālu,ašlula,4
šalālu,IR,6
šalālu,išlulu,3
šalālu,aš₂tallu,4
šalālu,našallilani,7
šalālu,iššallala,5
šalālu,išallalma,5
šalālu,iššalla,4
būšu,NIG₂.ŠU,7
būšu,NIG₂.ŠUka,9
būšu,bušeša,4
būšu,bušee,3
būšu,bušuu₂,3
būšu,NIG₂.GAL₂,9
būšu,buši,2
būšu,bušaša₂,5
būšu,bušu₂,2
būšu,bušu₂u,3
būšu,I₃.GAL₂šu,7
būšu,NIG₂.ŠUšu,7
būšu,NIG₂.ŠUšina,10
būšu,bušešu,3
būšu,NIG₂.ŠUea,9
būšu,NIG₂.GAL₂MEŠša₂,14
būšu,NIG₂.ŠUu,7
ṣâdu,iṣṣanundu,6
ṣâdu,NIGINad,7
ṣâdu,NIGINdu,5
ṣâdu,uṣṣanadu,5
ṣâdu,NIGINMEŠda,9
ṣâdu,NIGIN,5
ṣâdu,iṣṣanuud,6
ṣâdu,iṣṣanunda,7
ṣâdu,iṣaad₂,4
ṣâdu,NIGINMEŠdama,11
ṣâdu,NIGINMEŠdu,8
ṣâdu,ṣaaadata,6
ṣâdu,iṣṣanudu,5
ṣâdu,iṣṣanudušu₂,8
ṣâdu,NIGIN.MEŠdu,9
ṣâdu,NIGIN.MEŠ,9
ṣâdu,u₂ṣanadu,5
išû,išuu,2
išû,išima,3
išû,išu,1
išû,tiši,2
išû,TUKUu₂,6
išû,išuu₂,3
išû,tešii,4
išû,TUKU,4
išû,tišuu,3
išû,išu₂u₂,4
išû,tišu₂,3
išû,TUK(DINGIR)MEŠ,14
išû,išu₂,2
išû,išuu₂ma,5
išû,tiiši,3
hatû,ihatti,3
nâlu,KI.NA₂ma,8
nâlu,NA₂ma,5
nâlu,NU₂,4
nâlu,šunulu,3
nâlu,inaal,4
nâlu,anaal,4
nâlu,ittal,5
nâlu,innailma,6
nâlu,šunuullu₄,6
nâlu,itili,4
nâlu,ittatil,7
nâlu,tati₂nilini,9
nâlu,NA₂al,5
nâlu,nailu,2
nâlu,ušniil,5
nâlu,šunulaak,6
nâlu,šunuullu,5
nâlu,HE₂.NU₂,7
nâlu,inilu,2
nâlu,ittil,5
nâlu,šune₂el,6
nâlu,attilma,6
nâlu,ušniilšu₂nuti,10
nâlu,ušniilšu₂,6
nâlu,ušnilu,3
nâlu,NU₂ma,5
nâlu,ušniilma,6
nâlu,NA₂šu,4
nâlu,naalu₄,3
burû,{gi}KID.MAH,11
burû,GI.KID.MAH,10
Ištar-zer-ibni,{m}{d}IN.NINNUMUNDU₃,19
Ahhešaya,{m}ŠEŠMEŠša₂a,10
Ahhešaya,{m}ŠEŠ.MEŠša₂a,11
patru,GIR₂ma,6
patru,GIR₂,5
patru,GIR₂ZABAR,9
patru,paṭri,2
patru,patru,0
patru,patar,2
patru,GIR₂MEŠ,7
patru,GIR₂.AN.BAR,11
laptānu,laptan,2
nadru,naadratunu(NI),9
nadru,naadru,1
nadru,naadruti,3
tarbu'u,taarbuʾa₄am,6
tarbu'u,SAHAR.RA,8
telītu,telit,2
telītu,teletu₂,2
telītu,{d}ZIB₂,7
eblu,ebli,1
eblu,eblu,0
pilaqqu,{geš}BALšu₂,10
pilaqqu,{giš}BALA,8
pilaqqu,{na₄}BAL,8
pilaqqu,{giš}BAL,7
pilaqqu,GIŠ.BALA,8
pilaqqu,{na₄}BALA,9
kannu,{dug}GAN,8
kannu,kanišina,4
kannu,{gis}kanni,6
kannu,kanna,1
kannu,{giš}GANni,9
kannu,{dug}kannuTUR,8
kannu,kannišina,5
kannu,{kuš}kanna,6
raggu,raggu,0
raggu,ragga,1
raggu,NE{+erim}.RU,11
raggu,raaggi₅,3
raggu,raaggaam,4
raggu,rag;gu,1
karāšu,karašu₂,2
karāšu,KARAŠ,6
karāšu,GARAŠ₂,6
karāšu,karašee,3
pallukku,palluukku,1
ṣīṣītu,ṣiṣiti,3
ṣīṣītu,ṣiṣiitu₄,4
qištu,{giš}TIR,6
qištu,{giš}TIRMEŠ,9
qištu,qi₂ša₂tuma,5
qištu,qi₂ištum,3
qištu,qi₂ša₂ati,5
qištu,{giš}TIRia,8
qištu,qišta,1
qištu,qištu₂,1
šer'ānu,SAMEŠ,7
šer'ānu,SA,7
šer'ānu,SAMEŠšu₂,7
šer'ānu,SA.MEŠ,7
šer'ānu,šer₂anišu₂,5
šer'ānu,šer₂ani,3
šer'ānu,šer₂an,3
šer'ānu,SAanu,5
šer'ānu,šer₂anišu,4
šer'ānu,SA.HI.A,7
šer'ānu,UZU.SAMEŠMU,11
šer'ānu,SAka,7
šer'ānu,šir₂anu,3
šer'ānu,SAia,7
šer'ānu,SA.MEia₅,8
šer'ānu,SAMEŠMU,7
ūṣu,u₂ṣa,3
ūṣu,u₂ṣiša₂,6
ūṣu,{mul}{giš}GAG,12
ūṣu,u₂ṣaam,5
ūṣu,u₂ṣika,5
ūṣu,ginutaqquu₂,10
ūṣu,{giš}GAGMEŠ,11
šaqāru,lišaqi₂ruka,6
anantu,anaantu₄,2
anantu,anaantu,1
anantu,annatu,2
anantu,anaanti,2
passu,paassu,1
passu,ZA,5
passu,ZA.NA,5
passu,paassa,2
passu,pasi,2
rēdû,rediaam,5
rēdû,AGA.US₂,7
rēdû,AGA.UŠ,6
rēdû,redii,3
rēdû,reduu,3
rēdû,AGA.US₂MEŠ,10
rēdû,redium,4
rēdû,reediit,5
rēdû,{lu₂}UŠMEŠ,10
rēdû,redi,2
rēdû,AGA.US₂ME,9
rēdû,AGA.US₂šu₂,10
rēdû,reduu₂,4
dabdû,BAD₅.BAD₅,9
dabdû,ŠI.ŠIe,6
dabdû,ŠI.ŠIaa,7
dabdû,IGI.IGIe,8
dabdû,BAD₅.BAD₅šu₂un,14
dabdû,daabdee,3
dabdû,dab₄daa,3
dabdû,IGI.IGI,7
dabdû,ŠI.ŠI,5
dabdû,BAD.BAD,7
dabdû,daabdi,2
dabdû,BAD₅.BAD₅aa,11
dabdû,BAD₅.BAD₅e,10
kiṣallu,ZI.IN.GI,8
kiṣallu,ZI.IN.GIMEŠ,11
kiṣallu,kiṣallišu₂,3
kiṣallu,kiṣallaašu₂,4
kiṣallu,kiṣillašu₂,4
kiṣallu,kiṣaal,2
kiṣallu,kiṣaallašu,3
kiṣallu,kiṣalli,1
kiṣallu,kiṣillišu₂,4
mēlulu,melulu,1
mēlulu,immelil,5
mēlulu,melul,2
mēlulu,immalillu,5
mēlulu,me₂lulu,2
mēlulu,me₂lulaaa,5
mēlulu,meluleti,4
mēlulu,imme₂lil,6
šurbû,šurbuu,2
šurbû,šurbutu₄,4
šurbû,šurbuma,3
šurbû,šurbuu₂ma,5
šurbû,šurbutu₂,4
šurbû,šurbutum,4
šurbû,šurbati,3
Igigû,{d}igi₄gi₄,7
Igigû,{d}NUN.GALMEŠ,13
Igigû,{d}DIŠ.U,8
malku,malku,0
malku,maalki,2
malku,malik,2
malku,malki,1
malku,GALGAMEma,9
muštālu,muštalat,3
muštālu,muštallu₄,3
muštālu,muštalu,1
muštālu,muuštalata,5
masāku,u₂šamšak,7
masāku,šum₂siki,5
masāku,maskat₃,4
masāku,uštamsaku,5
masāku,mumaassuku,5
masāku,mušamsik,5
ālidu,alidi,2
ālidu,alidišu₂,4
ālidu,alidišu,3
ālidu,alidka,3
ālidu,alidu,1
ālidu,alidiki,4
ālidu,alidika,4
ālidu,aliid,3
uṣurtu,GIŠ.HUR,7
uṣurtu,u₂ṣuraati,4
uṣurtu,GIŠ.HURšu₂,9
uṣurtu,u₂ṣurat,3
uṣurtu,{giš}HURMEŠ,11
uṣurtu,u₂ṣurtu₄,2
uṣurtu,u₂ṣurtam,3
uṣurtu,u₂ṣurtim,3
uṣurtu,u₂ṣurti,2
uṣurtu,GIŠ.HURMEŠšu₂,12
uṣurtu,u₂ṣu₂raat,5
uṣurtu,u₂ṣurtu₂,2
uṣurtu,GIŠ.HUR.RA,10
uṣurtu,u₂ṣuraatu₄,4
uṣurtu,u₂ṣurate,3
uṣurtu,u₂ṣurta,2
âru,wuheerma,7
âru,u₂waherušunuti,12
âru,taandaniir,10
âru,iʾirru,4
âru,tuamiir,7
âru,ari,2
âru,u₂maʾiranni,10
âru,lišariakum,8
âru,šuriaam,6
âru,tušariaam,8
âru,u₂maʾir,7
âru,u₂maʾirinnu,9
âru,u₂maʾiršuma,9
âru,u₂waar₂,6
âru,u₂maʾiiršuma,10
âru,iruu₂,3
âru,iʾiruka,5
âru,u₂maʾiirma,9
âru,amari,4
âru,u₂taar₂ru,7
âru,wuʾu₅raaku,8
âru,iaar,4
âru,u₂maʾiirani,10
âru,šurianimma,9
âru,aʾiru₃,4
âru,iʾru,2
âru,aʾari,4
âru,limaʾiir,8
âru,mumair,6
âru,u₂maʾirka,8
âru,muuttaʾir,8
âru,iirru,3
âru,mumaʾiir,8
âru,iratma,5
enû ,BALu,4
enû ,enuu₂,3
enû ,ene₂e,3
enû ,BAL{+u₂},8
enû ,itananuu₂,8
enû ,ini,3
enû ,BALAe,5
enû ,ennaa,3
enû ,innennuu,6
enû ,BAL,4
enû ,innuu₂,5
enû ,enat,2
enû ,linaanni,7
enû ,BALe,4
enû ,BALum,5
enû ,iteninnuu,7
enû ,enimma,4
šakkanakku,GIR₃.NITA₂,10
šakkanakku,šakanakku,1
šakkanakku,šakkanakku,0
šakkanakku,NISAG,10
šakkanakku,GIR₃.ARAD,10
šakkanakku,šakkanka,3
šakkanakku,GIR₃.NITA₂šu₂,12
šakkanakku,GIR₃.NITAMEŠšu₂,14
šakkanakku,ŠAGINAMEŠ,10
šakkanakku,ŠAKKANA,10
šakkanakku,šakkanakki,1
enšu,enša,1
enšu,enšaam,3
enšu,enšu₂,1
enšu,enše,1
enšu,enšutu₄,3
enšu,eništu₂,3
enšu,enšeku,2
enšu,enšu,0
enšu,anšuuteka,6
enšu,anšuu,2
enšu,anšu,1
enšu,SIG,4
enšu,enšamma,4
maṣû,tušeenṣee,8
maṣû,tušamṣa,5
maṣû,maṣi,1
maṣû,imṣaa,4
maṣû,maaṣam,3
maṣû,maṣuu₂,3
maṣû,maṣata,3
maṣû,maṣaani,4
maṣû,imṣima,5
maṣû,maṣee,2
maṣû,imṣi,3
mādu,maadu,2
mādu,maʾdu,2
mādu,maduti,3
mādu,maaʾduti,5
mādu,mattu₄,4
mādu,maada,3
mādu,maʾda,3
mādu,maatti,5
mādu,maattu,4
mādu,maʾadaati,7
mādu,manduti,4
mādu,maadi,3
mādu,maʾdaati,6
mādu,maʾdutu₂,5
mādu,maaʾdati,6
mādu,maadute,4
mādu,ma(ŠU)dam(GIDIM)ma(ŠU),20
mādu,ušmidu,3
mādu,maʾdatu,4
mādu,maʾdutu₄,5
mādu,mada,2
mādu,madi,2
mādu,maʾdaat,5
mādu,matta,4
mādu,maatta₅,6
mādu,maʾadu,3
mādu,MEŠtu₂,5
mādu,maʾadutu₄,6
mādu,maatta,5
mādu,madaatu₂,5
mādu,maaʾdaati,7
mādu,MEŠti₃,6
mādu,madaaad,5
mādu,MEŠti,5
mādu,maattu₄,5
mādu,madutu₄,4
šamāmū,ša₂mamii,4
šamāmū,šamami,2
šamāmū,MU,6
šamāmū,ša₂mame,3
šamāmū,ša₂mamu,3
šamāmū,šamamu,2
šarāku,išrukuuš,5
šarāku,išrukušu₂,6
šarāku,šarkuuš,3
šarāku,išruku,3
šarāku,išrukki,5
šarāku,lišruk,5
šarāku,RIG₇šu₂,6
šarāku,lišrukuka,6
šarāku,išruuk,5
