lemma, CV, distance
Adaru I,{iti}ŠE.KIN.TAR,14
Adaru I,{iti}DIRIŠE.KIN.TAR,18
barbaru I,{mul}UR.BAR.RA,14
barbaru I,UR.BAR,9
barbaru I,barbaru,2
barbaru I,barbari,3
barbaru I,barbarat,3
barbaru I,UR.BAR.RAMEŠ,12
qadūtu I,IM.GU₂.EN.NA,12
qadūtu I,IM.GU₂BI,7
qadūtu I,qaduuttu₄,5
karû I,kare(HU)e,6
karû I,GUR₇MEŠ,7
karû I,karaa,3
karû I,kara,3
karû I,kareešu₂,5
karû I,GUR₇,6
riāqu I,SUD,7
riāqu I,u₂riiq,6
riāqu I,reqat,5
riāqu I,reqa₂,5
riāqu I,SU₃MEŠ,7
riāqu I,SUDMEŠ,7
riāqu I,reeeq,6
riāqu I,liriqu,5
riāqu I,iriqu,4
riāqu I,raquuni,5
riāqu I,iraaq,6
epištu I,epšetišu₂nu,7
epištu I,epšetuša₂,5
epištu I,NIG₂.DIM₂.DIM₂.MA,16
epištu I,epišti,3
epištu I,epištu₄,2
epištu I,epištuu₂a,3
epištu I,epšetušu₂,5
epištu I,epšeetišina,8
epištu I,epšit,5
epištu I,epšeetu,5
epištu I,epšetiki,5
epištu I,epšeet,5
epištu I,DU₃MEŠ,8
epištu I,ipšetuki,5
epištu I,epšeetu₂,5
rihṣu I,GIR₃.BAL,8
rihṣu I,GIR₃.BALšu,10
rihṣu I,riihṣa,4
rihṣu I,riihṣi,4
gallû I,GAL₅.LA₂,8
gallû I,galluu,3
gallû I,galluu₂,3
gallû I,gallu,3
gallû I,gallee,3
gallû I,GAL₅.LA₂ia,10
gallû I,GAL₅.LA₂GIM,10
gallû I,galuu,4
parāku I,pirikma,5
parāku I,par₂kat,4
parāku I,taaptanarika,10
parāku I,ipparriku,6
parāku I,iprikma,6
parāku I,parku,3
parāku I,purruku,5
parāku I,GIB,8
parāku I,GILIM,8
parāku I,GIBma,8
parāku I,iprik,6
parāku I,par₂kat₃,4
parāku I,iparrik,6
parāku I,GIBik,7
parāku I,GILik,7
parāku I,pariik,5
parāku I,taprika,6
parāku I,ipparaku,5
parāku I,paarka,5
parāku I,ipariku,4
parāku I,GIBMEŠ{ippariku},12
parāku I,parkat₃,4
parāku I,GILIMku,7
parāku I,GIBMEŠni,8
parāku I,GIBMEŠ,8
parāku I,ipariik,6
parāku I,GILIMu₂,7
parāku I,parik,4
parāku I,iptanarik,8
parāku I,parikma,4
parāku I,ipar₂riku,6
parāku I,par₂kaat,4
parāku I,iptarik,6
parāku I,GILIMma,8
barû I,IGI.KAR₂,8
barû I,bari,3
barû I,uštabri,7
barû I,ba₃ri₃,4
barû I,baari,4
barû I,baar₂,4
barû I,ibriim,5
barû I,abri,5
barû I,abreema,6
barû I,IGI.KAR₂ma,10
barû I,baru₃,3
barû I,IGI.TABma,9
barû I,ib₂ri₃,5
barû I,ib₂ri₃im,6
barû I,tušeebraa,9
barû I,baree,3
barû I,ibreema,6
barû I,bari₃,3
barû I,uštabarra,7
barû I,tabarrii,5
barû I,E₃i,6
barû I,ibruu₂,5
barû I,bariim,3
barû I,ib₂ri,5
barû I,ibriim₂,6
barû I,ibru,5
barû I,barii,3
barû I,barakuma,5
barû I,abarri,4
barû I,E₃,6
barû I,liibri,6
barû I,šubraannima,9
barû I,tabarri,5
barû I,uštabarraaka,9
barû I,abtaruu,5
barû I,ibraa,5
barû I,IGI.LA₂,7
barû I,ibarruu₂,5
barû I,ibarrima,5
barû I,uštabarri,7
barû I,ba₃ru₃,4
barû I,ibarri,4
barû I,u₂šabri,7
barû I,ba₃ri,4
barû I,baar,4
barû I,tabarra,5
barû I,MAŠ₂,6
barû I,luuštabri,9
barû I,u₂šabra,7
barû I,baru₂,3
barû I,ibru₂,5
hammā'u I,haammaʾu₂,5
zakû II,izakkaa,5
zakû II,luuzku,7
zakû II,zakusa₃,4
zakû II,zaku,4
zakû II,izaakkaa,6
zakû II,izaakkuu₂,6
zakû II,izakkuu₂,5
zakû II,izkuu₂,6
zakû II,azzaku,6
zakû II,tazakku,6
zakû II,muzakkuu₂,6
zakû II,izakkuu,5
zakû II,u₂zakkiu,6
zakû II,zuukki,6
zakû II,zaka,4
zakû II,u₂zaakkinim,8
zakû II,u₂zakkima,6
zakû II,tuzakka,6
zakû II,zakutišu₂,6
zakû II,zakuu₂,4
zakû II,KU₃,7
zakû II,u₂zakka,6
zakû II,zakee,4
kullu III,u₂kal,8
kullu III,tukalli,8
kullu III,u₂kalla,8
kullu III,u₂kallu,7
kullu III,u₂ka₃alma,9
kullu III,DIBal,9
kullu III,mukiil,8
kullu III,kullu,4
kullu III,tukil,8
kullu III,likillu,7
kullu III,kiiil,8
kullu III,mukillat,8
kullu III,ikallu,6
kullu III,u₂kalšu₂nuti,9
kullu III,tukallušu,7
ahāru I,uhhirama,6
ahāru I,u₂taahhiraam,9
ahāru I,uhhur,5
ahāru I,uhhuru,5
ahāru I,uhhiirma,7
ahāru I,uhhiramma,7
ahāru I,ZALma,7
ahāru I,U₄.ZALma,8
ahāru I,uhhira,6
ahāru I,uh₂huru,5
ahāru I,u₂huru,5
ahāru I,tuhuraam,6
ahāru I,uhharamma,7
ahāru I,uh₂hur,5
ahāru I,uhharma,6
ahāru I,uhharuma,5
ahāru I,uhhura,5
kullumu I,u₂kallam,7
kullumu I,likallim,7
kullumu I,u₂kallamu,6
kullumu I,kullumu,2
kullumu I,IGIim,8
kullumu I,mukallim,7
kullumu I,tukallam,7
kullumu I,PAD₃{u₂},8
kullumu I,u₂kallimka,7
kullumu I,u₂kalimaanni,10
kullumu I,uktallim,7
kullumu I,uktallimaakki,9
kullumu I,u₂kallimma,7
kullumu I,uktallimka,7
kullumu I,u₂kallimanni,8
kullumu I,u₂kallimu,6
kullumu I,u₂(TAB)kallim,12
kullumu I,tukallim,7
kullumu I,uktanalam,9
kullumu I,tukalliminni,8
kullumu I,uktal₂lim,8
kullumu I,tukallame,7
kullumu I,likalim,8
kullumu I,u₂kallimšuuni,8
kullumu I,u₂kallim,7
kullumu I,tukallamšu₂,7
kullumu I,PAD₃,9
kullumu I,u₂kalama,8
labīru I,SUMUN,8
labīru I,SUMUN.BI,7
labīru I,labirišu₂,5
labīru I,LIBIR.RAMEŠ,11
labīru I,LIBIR.RAšu₂,11
labīru I,LIBIR.RA,8
labīru I,labiruti,3
labīru I,LIBIR,8
labīru I,LIBIR.RA.BIGIM,13
labīru I,labiršu₂,4
labīru I,labiru,3
labīru I,labiri,4
labīru I,labirta,4
labīru I,LIBIRRA,8
labīru I,SUMUNBI,7
labīru I,LIBIRšu₂,8
labīru I,SUMUNma,8
labīru I,LIBIR.RABIšu,11
labīru I,SUMUNMEŠ,8
labīru I,LIBIR.RABIGIM,12
labīru I,SUMUNru₃,7
labīru I,labirrutu,4
labīru I,labiriim,4
labīru I,labiirtu₄,5
labīru I,labera,4
labīru I,labirišu,4
labīru I,LIBIRMEŠ,8
labīru I,LIBIR.RABI,9
Zuqaqipu I,{mul₂}GIR₂,10
Zuqaqipu I,{mul₂}GIR₂.TAB,13
Zuqaqipu I,{mul₄}GIR₂.TAB,13
Zuqaqipu I,GIR₂.GIR₂,10
Zuqaqipu I,GIR₂.TAB,10
abunnatu I,EN₃.DURšu₂,10
abunnatu I,LI.DURšu₂,9
abunnatu I,LI.DUR,10
abunnatu I,LI.DURsu,9
abunnatu I,EN₃.DURsu,10
abunnatu I,abuunnate,4
abunnatu I,abuunnatu₂,3
abunnatu I,LI.DURša₂,10
ṭehû I,TEam,6
ṭehû I,tuṭahhi,6
ṭehû I,iṭhe,5
ṭehû I,TEšu₂,6
ṭehû I,TEe,6
ṭehû I,TEhi,5
ṭehû I,TEhaa,5
ṭehû I,ṭe₄heeka,5
ṭehû I,TEma,6
ṭehû I,ṭe₄hi,4
ṭehû I,TEa,6
ṭehû I,tuṭahha,6
ṭehû I,TEMEŠšu₂,8
ṭehû I,TEMEŠuka,8
ṭehû I,TEMEŠni,7
ṭehû I,ṭeheea,3
ṭehû I,iṭhaa,5
ṭehû I,TE.A,6
ṭehû I,TEkunuši,8
ṭehû I,iṭhuma,5
ṭehû I,TEšu₂ma,7
ṭehû I,TEMEŠ,6
ṭehû I,tuṭahhaamma,9
ṭehû I,TEhu,5
ṭehû I,u₂šaṭhika,8
ṭehû I,u₂ṭahhaakka,9
ṭehû I,taṭhi,6
ṭehû I,iṭeehhi,5
ṭehû I,TEu₂,6
ṭehû I,ṭeheeka,4
ṭehû I,TEatma,6
ṭehû I,iṭhišu₂,6
ṭehû I,KU.NUšu,7
ṭehû I,iṭheema,6
ṭehû I,TE.GA₂,6
ṭehû I,iṭhuu,5
ṭehû I,iṭhušu₂,6
ṭehû I,iṭe₄haa,5
ṭehû I,uṭṭahhi,6
ṭehû I,u₂ṭehuu₂,5
ṭehû I,ṭeheka,3
ṭehû I,iṭehi,4
ṭehû I,teṭe₃huu₂,6
ṭehû I,iṭhuu₂,5
ṭehû I,TEni,6
ṭehû I,iṭhi,5
ṭehû I,taaṭhaa,7
ṭehû I,TEhe,5
ṭehû I,TEši,6
ṭehû I,TEšuma,6
ṭehû I,iṭe₄haanu,6
ṭehû I,iṭehu,4
ṭehû I,iṭṭehiaam,6
ṭehû I,iṭe₄ehhiaam,8
ṭehû I,iṭhaaš₂šu₂,9
ṭehû I,ṭu₃haa,5
ṭehû I,TEhaaat,6
ṭehû I,iṭeehhuu,5
ṭehû I,tuṭahhe,6
ṭehû I,ṭe₄haa,4
ṭehû I,iṭeehhu,5
ṭehû I,iṭe₄hiam,5
ṭehû I,TEat₂ma,7
ṭehû I,ṭe₄hika,4
ṭehû I,ṭu₂hakuu₂ma,9
ṭehû I,tušaṭhaa,8
ṭehû I,ṭehema,3
ṭehû I,iṭhuni,5
ṭehû I,tuṭahhuu,6
ṭehû I,iṭhuši,5
ṭehû I,iṭṭe₄haa,6
ṭehû I,TEGA₂,6
ṭehû I,iṭṭe₄hi,6
ṭehû I,tuṭahhišu₂nuti,12
ṭehû I,tuṭahhašu₂,8
ṭehû I,iṭhee,5
ṭehû I,TEat,6
ṭehû I,UŠanni,6
ṭehû I,TEšu,6
ṭehû I,ṭe₄hee,4
ṭehû I,TEhima,5
ṭehû I,TEha,5
ṭehû I,TEka,6
arītu I,{munus}PEŠ₄,10
arītu I,{munus}PEŠ₄MEŠ,13
arītu I,MUNUS.PEŠ₄,10
arītu I,ariatum,4
arītu I,eraati,6
arītu I,MUNUS.PEŠ₄MEŠ,13
arītu I,PEŠ₄,7
arītu I,eritu₂,4
qadu I,qa₂duum,3
qadu I,qu₂duum,4
qadu I,EN,6
qadu I,qa₂di,4
qadu I,qadu,2
qadu I,gadu,3
qadu I,qaadi,4
ukultu I,NIG₂.GU₇,8
ukultu I,u₂kulti,4
ukultu I,u₂kultu₄,3
ukultu I,GU₇ti₃,7
ziqtu I,ziqit,4
ziqtu I,TAB,7
ziqtu I,ziiqti,4
ziqtu I,ziqtu₂,2
ziqtu I,ziqitsu,4
ziqtu I,SI,6
sahāru I,issahur,6
sahāru I,NIGINir,8
sahāru I,suhuur,5
sahāru I,issanaahhur,9
sahāru I,u₂sahhara,7
sahāru I,NIGINur₂,7
sahāru I,suhhirani,6
sahāru I,suhhira,6
sahāru I,muussahraati,9
sahāru I,NIGINma,8
sahāru I,suuhhuru,6
sahāru I,isahhur,5
sahāru I,ashur,6
sahāru I,suhhuru,5
sahāru I,sahiraat,4
sahāru I,sahirat,4
sahāru I,tasaahra,7
sahāru I,ashurkunuši,8
sahāru I,ashurka,6
sahāru I,lishuruni,6
sahāru I,NIGINka,8
sahāru I,šuushiršu₂nuti,11
sahāru I,ussahiir,7
sahāru I,ishur,6
sahāru I,isahhar,6
sahāru I,NIGINhar,8
sahāru I,sahru,3
sahāru I,KIN.KINkunuši,12
sahāru I,NIGINur,7
sahāru I,ussahhir,7
sahāru I,ishuruni,5
sahāru I,ishura,6
sahāru I,ashura,6
sahāru I,ashurakka,7
sahāru I,sahrat,4
sahāru I,liissahra,8
sahāru I,NIGINar₂,8
sahāru I,u₂sahhar,7
sahāru I,saharimma,5
sahāru I,ishurunu,5
sahāru I,u₂ša₂ashirunu,9
sahāru I,sahirti,4
sahāru I,suhhiriia,6
sahāru I,NIGINra,8
sahāru I,suh₄huri₃ma,8
sahāru I,sahiru,3
sahāru I,issanaahhuru,9
sahāru I,NIGINMEŠni,10
sahāru I,šutaashur,8
sahāru I,issanahuršu₂,8
sahāru I,NIGIN,8
sahāru I,suuhhuruma,6
sahāru I,attanaashar,10
sahāru I,u₂sa₃ahharki,9
sahāru I,u₂sa₃har,7
sahāru I,tasahhur,6
sahāru I,isahhurakka,7
sahāru I,šutashur,8
sahāru I,assahur,6
sahāru I,ishurma,6
sahāru I,sa₃hiir,6
sahāru I,u₂sahhira,7
sahāru I,naashiramma,8
sahāru I,ashurki,6
sahāru I,naashurani,7
sahāru I,NIGINki,8
sahāru I,lusahirani,6
sahāru I,u₂sahhiir(NI),8
sahāru I,issahra,6
sahāru I,isa₃huur,6
sahāru I,asa₃huur,6
sahāru I,isharišama,8
sahāru I,ashurma,6
sahāru I,issa₃nahurušu,8
sahāru I,isa₃hur,6
sahāru I,taassanaahhura,11
sahāru I,ishuru,5
sahāru I,liissahrakka,9
sahāru I,assanahuru,7
sahāru I,u₂šeeshira,10
sahāru I,suhrima,5
sahāru I,u₂sahhiru,6
sahāru I,isahhura,5
sahāru I,suuhhir,7
sahāru I,issahruka,5
sahāru I,suuhhuraku,7
sahāru I,isahara,5
sahāru I,u₂sahharušu₂,7
sahāru I,u₂ša₂ashir,9
sahāru I,sahruinnima,7
sahāru I,NIGINšu,8
sahāru I,lissahra,7
sahāru I,suh₄huru,5
sahāru I,suhuru,4
sahāru I,muussahhiraati,10
sahāru I,liishurka,8
sahāru I,naas₂hur,7
sahāru I,NIGINšu₂ma,9
sahāru I,suhurima,5
sahāru I,ashuraššima,9
sahāru I,suhur,5
sahāru I,issahir,6
sahāru I,u₂sahharšu₂nuti,10
sahāru I,ittanaashuršu₂,11
sahāru I,NIGINhur,8
sahāru I,naashiršumma,8
sahāru I,ussa₃hiir,8
sahāru I,sahrušu₂nutima,10
sahāru I,NIGINrat,8
etēqu I,DIB,7
etēqu I,šutiqanima,8
etēqu I,eteeq,5
etēqu I,itetiiq,6
etēqu I,DIBiqši,7
etēqu I,itteettuqu,8
etēqu I,šutuqaat,6
etēqu I,ittiqunimma,8
etēqu I,u₂šetiiq,8
etēqu I,šutuqi₂,6
etēqu I,šutuqimma,7
etēqu I,DIBši,7
etēqu I,itiiq,6
etēqu I,DIBiqma,7
etēqu I,itiiqšu₂,6
etēqu I,DIBma,7
etēqu I,tušetiqₓ(|TAG₄|)šu₂,16
etēqu I,u₂šetequ₂ma,7
etēqu I,itiqu,4
etēqu I,DIBšu₂,6
etēqu I,etiq,4
etēqu I,itequ₂u₂,5
etēqu I,DIBMEŠ,7
etēqu I,DIB.BE₂.DA,10
etēqu I,tetiiq,6
etēqu I,etiiq,5
etēqu I,šutuqa,6
etēqu I,ittiiq,6
etēqu I,etiqu,3
etēqu I,etequ,3
etēqu I,itaatquni,6
etēqu I,liteqe₂ema,8
etēqu I,tetetiq₂,6
etēqu I,šutuq,6
etēqu I,etetiiq,5
etēqu I,etiiqma,5
etēqu I,šutiqaannima,10
etēqu I,DIBiqšu₂nuti,10
etēqu I,itiqu₂,4
etēqu I,ittiqa,6
etēqu I,u₂šetiqu₂,6
etēqu I,liteqi₂,6
etēqu I,litetiqaanni,9
etēqu I,tetiqa,5
etēqu I,lišetiiq,8
etēqu I,itequ,4
etēqu I,tušetaq,7
etēqu I,šutuqu,5
etēqu I,eteqi₂ia,5
etēqu I,etitiiq,5
etēqu I,DIBanni,7
etēqu I,DIBqašu₂ma,8
etēqu I,mušetiiq,8
etēqu I,etiquni,3
etēqu I,etequni,3
etēqu I,u₂šeteqa,7
etēqu I,DIB.DIB,7
etēqu I,tetiqu,4
etēqu I,DIBqu,5
etēqu I,šutiiq,7
etēqu I,DIBiqšu₂,7
etēqu I,etanaattiiq,9
etēqu I,DIB.DIBMEŠqamma,14
Nergal I,{d}NE₃.IRI₁₁.GAL,15
Nergal I,{d}U+GUR,8
Nergal I,{d}NE₃.ERI₁₁.GAL,15
Nergal I,{d}nergal,6
Nergal I,{d}IGI.DU,9
Nergal I,{d}ne₃eri₁₁gal,11
Šullat I,{d}PA,8
Šullat I,{d}ŠULLAT₂,10
Haniš I,{d}LUGAL,8
nulliātu I,nuullaati,6
nulliātu I,nuullati,6
nulliātu I,nuullaate,6
nulliātu I,nuullatu₄,5
nulliātu I,nuullate,6
nulliātu I,nuullatešu₂,7
nulliātu I,nuullatu,5
kašdu I,kašdaati,4
kašdu I,KURMEŠ,7
kašdu I,KURtu₄,6
rapaštu I,GIŠ.KUN,9
rapaštu I,GIŠ.KUNšu₂nu,11
rapaštu I,DAGALti₃,8
rapaštu I,rapaltešu₂,5
rapaštu I,GIŠ.KUNšu₂,10
šagaštu I,šaggaštu₄,3
šagaštu I,šaggaltu₂,4
šagaštu I,šagaašti₃,4
šagaštu I,ša₂gaaltu,5
šagaštu I,ša₂gaša₂atu₄,6
šagaštu I,šagašatu,3
šagaštu I,ša₂gaša₂tu,5
šagaštu I,saggaltu₂,5
šagaštu I,ša₂gaša₂tu₄,5
awīlu I,na,7
awīlu I,amelu,4
awīlu I,amili,5
awīlu I,awilee,4
awīlu I,amilušu₂,5
awīlu I,LU₂@v,7
awīlu I,awilim,4
awīlu I,amilee,5
awīlu I,awiil,5
awīlu I,awiliia,4
awīlu I,ameli,5
awīlu I,awili,4
awīlu I,awilu,3
awīlu I,LU₂MEŠ,7
awīlu I,LU₂MEŠšu₂nu,10
awīlu I,awili₃,4
awīlu I,NA.BI,6
awīlu I,awilam,4
awīlu I,amela,5
awīlu I,amila,5
awīlu I,awilum,3
awīlu I,awilaam,4
awīlu I,(NA),7
awīlu I,amilu,4
awīlu I,awiluu₂,3
awīlu I,amilaku,5
awīlu I,LU₂.U₁₈.LU,10
awīlu I,ame₂lu,5
awīlu I,ameli₃,5
awīlu I,a₃wilu₂,4
awīlu I,awilu₄,3
awīlu I,amelee,5
awīlu I,NA),7
awīlu I,LU₂.U₃,7
awīlu I,LU₂.BI,6
awīlu I,LU₂(MEŠ),8
awīlu I,LU₂šu₂,6
awīlu I,amilu₄,4
awīlu I,LU₂.U₁₉.LU,10
awīlu I,LU₂.LU₂.RA,10
awīlu I,LU₂.MEŠ,7
awīlu I,LU₂.RA,7
awīlu I,amelitu₂,6
Šabāṭu I,{iti}ZIZ₂.A,11
Šabāṭu I,{iti}šabaṭi,10
Šabāṭu I,ZIZ₂,8
Šabāṭu I,{iti}AŠ₂,8
Šabāṭu I,{iti}ZIZ₂.AM₃,13
Šabāṭu I,{iti}UD₂,8
edēšu I,uddušu,5
edēšu I,u₂teeddušu,8
edēšu I,muuddišu₂,7
edēšu I,u₂taaddaaš₂,10
edēšu I,luuddiš,7
edēšu I,edeš,4
edēšu I,liddiška,7
edēšu I,GIBIL,7
edēšu I,muuddiš,7
edēšu I,u₂diiš,7
edēšu I,uddeš,6
edēšu I,udduuš,5
edēšu I,lidiiš,7
edēšu I,iddiiš,6
edēšu I,eddešuu,4
edēšu I,mudeššuu₂,6
edēšu I,u₂duuš,6
edēšu I,uddušu₂,5
edēšu I,uddišu₂,5
edēšu I,u₂taaddašu₂,9
edēšu I,mudiiššu₂,7
edēšu I,uddiššuu₂,6
edēšu I,u₂diša₂,6
edēšu I,ediiš,5
edēšu I,litediš,7
edēšu I,edešu₂,3
edēšu I,mudeeššuu₂,7
iṭṭû I,ESIR.KUM₂,9
iṭṭû I,ESIRMEŠ,7
iṭṭû I,iṭṭa₂a,3
iṭṭû I,iṭiim,4
iṭṭû I,ESIR₂,6
iṭṭû I,iṭṭee,3
tibnu I,ti₂ibnim,5
tibnu I,IN.NI,6
tibnu I,{še}IN.NU,9
tibnu I,IN.NUšu,7
tibnu I,ŠE.IN.NU,8
tibnu I,IN.NU.DA,8
tibnu I,tiibni,4
inbu I,GURUN,6
inbu I,inba,3
inbu I,iinbiika,5
inbu I,inbu,2
inbu I,GURUNšu₂,8
inbu I,enbu,3
tabāku I,tubuukma,6
tabāku I,littabiik,8
tabāku I,litbukušu₂,7
tabāku I,DUBak,7
tabāku I,DUBakma,7
tabāku I,DUBma,8
tabāku I,DUB,8
tabāku I,tatabbak,6
tabāku I,DUB.DUB,8
tabāku I,itabakma,5
tabāku I,ittabkuni,5
tabāku I,tabiikkum,5
tabāku I,šuutbuuk,7
tabāku I,tabaak,5
tabāku I,itabbak,6
tabāku I,tutabbak,7
tabāku I,ittanaatbaak,10
tabāku I,tabkuma,3
tabāku I,tatabbakma,7
tabāku I,tabaku,3
tabāku I,atbuku,5
tabāku I,ittabak,6
tabāku I,DUB.DUBak,9
tabāku I,ittanaatbak,9
tabāku I,itbuuk,6
tabāku I,ittanaatbakuni,9
tabāku I,u₂tabbakam,7
tabāku I,tabku,3
tabāku I,taatbuka,5
tabāku I,tapi₂ikma,7
tabāku I,DUB.DUBka,9
tabāku I,tabaka,4
tabāku I,tabiik,5
tabāku I,u₂tabbak,7
tabāku I,tabkaatma,6
tabāku I,litbuuk,7
tabāku I,uttabakma,6
šūmū I,{u₂}SUM{sar},12
šūmū I,SUM.SAR,7
šūmū I,ŠUM₂{sar},9
šūmū I,ŠUM₂.SAR,8
kiššūtu I,kiššu₂tu₂,4
kiššūtu I,ŠU₂tu₂,7
kiššūtu I,kiššutu₂,3
kiššūtu I,kiššu₂ti,5
kiššūtu I,kiššutam,4
kiššūtu I,ŠU₂ta₅,8
kiššūtu I,kiššutu,3
izbu I,izbi,3
izbu I,izba,3
izbu I,izbaam,3
izbu I,izbuum,2
kašūšu I,kašuša₂,4
kašūšu I,kašušu,3
enēšu I,unnišu,5
enēšu I,enša₂,4
enēšu I,nuušša₂ma,8
enēšu I,tuunnaši,8
enēšu I,unnišu₂,5
enēšu I,unnaaš,6
enēšu I,SIGašma,7
enēšu I,eneš,4
enēšu I,inaaaš,6
enēšu I,uštaniš,7
enēšu I,unniša₂anni,9
enēšu I,u₂teenniš,9
enēšu I,SIG,7
enēšu I,linišu₂ma,6
enēšu I,u₂niiš,7
enēšu I,inišu,4
enēšu I,iniš,5
enēšu I,inišši,5
šābulu I,ša₂bulute,4
šābulu I,ša₂bulat,5
šābulu I,ša₂buullaat,7
šābulu I,ša₂bula,5
mašālu I,u₂mašša₂luka,7
mašālu I,mašiil,5
mašālu I,umtašša₂lu,7
mašālu I,mašil,4
mašālu I,MAŠma,8
mašālu I,uštamšilma,8
mašālu I,maša₂lu,4
mašālu I,tuštamšalma,9
mašālu I,SA₉ma,8
mašālu I,imtašil,6
mašālu I,maša₂lu₄,4
mašālu I,me₂šeli,6
mašālu I,umtašil,6
mašālu I,u₂mašša₂lu,7
mašālu I,liimšila,8
mašālu I,maaš₂lu,4
mašālu I,u₂maššil,7
mašālu I,undaš₂ša₂lu,9
mašālu I,u₂maššilu,6
mašālu I,u₂mašil,6
mašālu I,imša₂lu,6
mašālu I,mašlu,3
mašālu I,imšul,6
mašālu I,undanaaš₂sal,11
šurīnu I,ŠU.NIRšu₂,9
šurīnu I,šuriinna,5
šurīnu I,šurinni,4
šurīnu I,šuriinnišu,6
šurīnu I,šurinu,3
šurīnu I,šurinim,4
šurīnu I,šuriinnu,5
šurīnu I,šurinnu,4
kapāpu I,GILIMma,8
kapāpu I,ikappap,5
kapāpu I,iktappa₂,6
kapāpu I,ikpupu,5
kapāpu I,kappat,4
kapāpu I,GAM,8
kapāpu I,kappaat,4
surdû I,SUR₂.DU₃.MEŠ,12
surdû I,SUR₂.DU₃{mušen}MEŠ,17
surdû I,SUR₂.DU₃,8
summatu I,suummatu₄,3
summatu I,suummatušu₂,4
summatu I,TU{mušen}MEŠ,11
summatu I,suummat,4
summatu I,suummatu₂,3
summatu I,TUM₁₂{mušen},11
summatu I,sumat,4
summatu I,suummate,4
iṣṣūru I,iṣṣur,4
iṣṣūru I,MUŠENHI.A,9
iṣṣūru I,iṣṣuri,4
iṣṣūru I,MUŠENMEŠ,8
iṣṣūru I,BURU₅.HABRUD.DA,15
iṣṣūru I,HU,8
iṣṣūru I,BURU₅.HABRUD.DA{mušen},21
iṣṣūru I,iṣur,5
iṣṣūru I,BURU₅,8
iṣṣūru I,iṣṣu₂ra,5
iṣṣūru I,BURU₅.HABRUD.RU.DA{mušen},24
iṣṣūru I,iṣṣur{sar},6
iṣṣūru I,iṣṣuru,3
iṣṣūru I,iṣṣurru,4
iṣṣūru I,iṣṣu₂ri,5
iṣṣūru I,iṣṣuršunu,4
iṣṣūru I,iṣṣurri,4
iṣṣūru I,MUŠENma,8
iṣṣūru I,iṣṣuruumma,5
iṣṣūru I,MUŠENMEŠšu₂,11
elītu I,ANTAMEŠ,7
elītu I,AN.TAtu₄,7
elītu I,elat,4
elītu I,AN.PA,7
elītu I,elati,4
elītu I,ANtu₄,5
elītu I,AN.TAME,7
elītu I,elaatu₂,4
elītu I,elaatu₄,4
elītu I,elaati,5
elītu I,elaate,5
elītu I,SUKUDMEŠšu₂,11
elītu I,elitu₂,3
mītu I,BA.UŠ₂,6
mītu I,miitu₂,4
mītu I,UG₇,6
mītu I,UŠ₂,6
mītu I,LU₂.UŠ₂,7
mītu I,ADDA,6
mītu I,LU₂.UG₇,7
mītu I,mita,4
mītu I,AD₆,6
mītu I,metaatni,6
mītu I,miiti,5
mītu I,UŠ₂MEŠ,6
mītu I,LU₂.UG₇.MEŠ,11
mītu I,mitutu,3
mītu I,miitu₄,4
mītu I,mitum,3
mītu I,LU₂.UŠ₂MEŠ,10
mītu I,mitu₄,3
mītu I,mitu,3
mītu I,miti,4
mītu I,mituti,3
mītu I,UŠ₂šu₂,6
mītu I,mete,4
mītu I,metu₄,3
mītu I,LU₂.UG₅.GA,10
mītu I,{lu₂}UŠ₂MEŠ,11
mītu I,meti,4
mītu I,UG₆,6
mītu I,BADMEŠ,6
ittu I,A₂,6
ittu I,GIŠKIMMEŠ,9
ittu I,idatuu₂a,5
ittu I,IZKIM,6
ittu I,GIŠKIMMEŠšu₂,12
ittu I,idaatu₄,5
ittu I,ittaka,3
ittu I,A₂MINMEŠ,8
ittu I,A₂ME,6
ittu I,ittaša,3
ittu I,ittu₂,2
ittu I,idati,5
ittu I,idaatiša₂,7
ittu I,idati₃,5
uhinnu I,{giš}U₄.HI.IN,11
gišimmaru I,GIŠIMMAR,11
gišimmaru I,{giš}GIŠIMMARʾ,11
gišimmaru I,{giš}gišimmaru,7
gišimmaru I,GEŠIMMAR,11
gišimmaru I,{gis}GIŠIMMAR,11
gišimmaru I,{giš}GIŠIMMARMEŠ,13
gišimmaru I,{geš}GIŠIMMAR,11
peṣû I,BABBAR,6
peṣû I,BABBARMEŠ,9
peṣû I,BABBAR{+u₂},11
peṣû I,peṣaatu₂,5
peṣû I,BABBARu₂,8
peṣû I,peṣuu₂,3
peṣû I,{u₂}BABBAR,10
peṣû I,peṣaa,3
peṣû I,peṣii,3
peṣû I,{sig₂}BABBAR,12
peṣû I,peṣatu₂,4
peṣû I,U₄,6
peṣû I,peṣitu₂,4
peṣû I,BABBARa,7
peṣû I,UDat,6
peṣû I,BABBAR{u₂},10
peṣû I,peṣee,3
peṣû I,BABBARu,7
peṣû I,peṣatima,5
peṣû I,BABBAR.MEŠ,10
peṣû I,paṣuu₂,4
awātu I,KA,7
awātu I,INIM,7
awātu I,INIMMEŠ,7
awātu I,amatu₂,4
awātu I,awatim,4
awātu I,amaatsu,6
awātu I,awaaat,5
awātu I,awatam,4
awātu I,amati,5
awātu I,awaat,5
awātu I,INIMMEŠka,9
awātu I,INIMka,7
