Lemma, CV1, CV2, distance
dīhu I,dihu,dihu,0
dīhu I,dihu,DIhu,2
dīhu I,dihu,dihuum,2
ēm I,ema,ema,0
ēm I,ema,KI,3
ēm I,ema,e(E₂!)ma,5
kiṣru I,KEŠDA,KEŠDA,0
kiṣru I,KEŠDA,kiṣir,5
kiṣru I,KEŠDA,KA.KEŠDA,3
kiṣru I,KEŠDA,kiiṣri,6
kiṣru I,KEŠDA,KEŠ₂,2
kiṣru I,KEŠDA,KEŠ₂MEŠ,4
kiṣru I,KEŠDA,KEŠ₂MEŠMU,6
kiṣru I,KEŠDA,KA.KEŠ₂,5
kiṣru I,KEŠDA,kiiṣru,6
kiṣru I,KEŠDA,kiiṣrišu₂,9
kiṣru I,KEŠDA,kiṣiršu₂nu,10
kiṣru I,KEŠDA,kiiṣra,6
kiṣru I,KEŠDA,kiṣiria,7
kiṣru I,KEŠDA,kiṣir(UZ),9
kiṣru I,KEŠDA,I₃.KEŠ₂šu₂,7
kiṣru I,KEŠDA,KA.KEŠDAka,5
kiṣru I,KEŠDA,kiṣirša₂,8
kiṣru I,KEŠDA,KEŠDAMEŠ,3
šārtu I,SIG₂,SIG₂,0
šārtu I,SIG₂,ša₂rat,6
šārtu I,SIG₂,SIG₂šu₂,3
šārtu I,SIG₂,SIG₂HI.A,4
šārtu I,SIG₂,šaraat,6
šārtu I,SIG₂,SIK₂,1
šārtu I,SIG₂,SIG₂.UZ₃,4
šārtu I,SIG₂,ša₂ratu₂,7
šārtu I,SIG₂,šastuma,7
šārtu I,SIG₂,SIG₂.SA₅,4
šārtu I,SIG₂,šartu₂,5
šārtu I,SIG₂,SIG₂.UZ₃MU,6
šārtu I,SIG₂,SIK₂i₁₄,4
šārtu I,SIG₂,SIK₂su,3
šārtu I,SIG₂,šarti,5
šārtu I,SIG₂,šartu₄,6
šārtu I,SIG₂,SIKI₂.UZ₃,6
šārtu I,SIG₂,SIK₂.UZ₃,5
šārtu I,SIG₂,SIK₂HI.A,5
šārtu I,SIG₂,SIKIHI.A,6
kalû V,ikkalla,ikkalla,0
kalû V,ikkalla,liklušu₂,6
kalû V,ikkalla,ikluu₂ma,5
kalû V,ikkalla,takaalla,3
kalû V,ikkalla,ikkalluu₂,3
kalû V,ikkalla,ikalla,1
kalû V,ikkalla,ikelli,3
kalû V,ikkalla,tukalla,2
kalû V,ikkalla,ikla,3
kalû V,ikkalla,kaluu₂,5
kalû V,ikkalla,ikalli,2
kalû V,ikkalla,takala,3
kalû V,ikkalla,iktala,2
kalû V,ikkalla,ikkali,2
kalû V,ikkalla,u₂kallušu,5
kalû V,ikkalla,u₂kalkunuši,8
kalû V,ikkalla,ikkaluu₂,3
kalû V,ikkalla,uštaaklišu,8
kalû V,ikkalla,ikalluima,4
kalû V,ikkalla,tušakla,4
kalû V,ikkalla,takalašu,5
kalû V,ikkalla,u₂kiilma,5
kalû V,ikkalla,kili,5
kalû V,ikkalla,liklakunuši,8
kalû V,ikkalla,iktanali,4
kalû V,ikkalla,ittanakluu₂,8
kalû V,ikkalla,akla₂,5
kalû V,ikkalla,ikaluu₂,4
kalû V,ikkalla,taklaanni,7
kalû V,ikkalla,kalaku,5
kalû V,ikkalla,ikluu₂,5
kalû V,ikkalla,takallama,4
kalû V,ikkalla,kalata,4
kalû V,ikkalla,itaaklu,4
kalû V,ikkalla,u₂šaakla,5
kalû V,ikkalla,aklaaš₂,5
kalû V,ikkalla,niikla,4
kalû V,ikkalla,liklaaš₂,5
kalû V,ikkalla,iktelaaʾ,4
kalû V,ikkalla,ak+la₂,5
kalû V,ikkalla,ikalluu,3
kalû V,ikkalla,likil,5
kalû V,ikkalla,akaalla,2
kalû V,ikkalla,ikiilli,3
kalû V,ikkalla,kaliaku,5
kalû V,ikkalla,ikala,2
kalû V,ikkalla,kali,4
kalû V,ikkalla,DABMEŠ{+u₂kallu},12
kalû V,ikkalla,akala,3
hulālu I,{na₄}NIR₂,{na₄}NIR₂,0
hulālu I,{na₄}NIR₂,hulala,9
ṭawû I,NU.NU,NU.NU,0
ṭawû I,NU.NU,aṭṭame,6
ṭawû I,NU.NU,SUR,4
ṭawû I,NU.NU,iṭamu,5
ṭawû I,NU.NU,iṭamaa,6
awīlānu I,{u₂}LU₂anu,{u₂}LU₂anu,0
ṣibtu I,DAB,DAB,0
ṣibtu I,DAB,ṣibiit,6
ṣibtu I,DAB,DABsu,2
ṣibtu I,DAB,ṣibit,5
ṣibtu I,DAB,ṣiibtika,8
ṣibtu I,DAB,ṣibitsu,7
ṣibtu I,DAB,ṣibti,5
ṣibtu I,DAB,DABit,2
ṣibtu I,DAB,I₃.DAB₅,4
ṭābtu I,DU₁₀.GAti,DU₁₀.GAti,0
ṭābtu I,DU₁₀.GAti,DUG₃tu₄,6
ṭābtu I,DU₁₀.GAti,ṭaabtum,9
ṭābtu I,DU₁₀.GAti,DUG₃.GA,4
ṭābtu I,DU₁₀.GAti,ṭaabti,7
tinūru I,NINDU,NINDU,0
tinūru I,NINDU,IM.ŠU.RIN.NA,10
tinūru I,NINDU,tinuru,6
tinūru I,NINDU,{im}ŠU.RIN.NA,11
tinūru I,NINDU,tinuri,6
tinūru I,NINDU,NININDU,2
tinūru I,NINDU,{im}ŠU.RIN,9
tinūru I,NINDU,tinurimma,9
zarû II,MAR,MAR,0
zarû II,MAR,MARma,2
zarû II,MAR,tazaru₃ma,9
zarû II,MAR,tazaru₃,7
zarû II,MAR,MARru,2
zarû II,MAR,tazaruma,8
ṣamādu II,LAL₂suma,LAL₂suma,0
ṣamādu II,LAL₂suma,LAL₂ma,2
ṣamādu II,LAL₂suma,LAL₂uš,3
ṣamādu II,LAL₂suma,LA₂,5
ṣamādu II,LAL₂suma,LALid,5
ṣamādu II,LAL₂suma,LAL,5
ṣamādu II,LAL₂suma,LALma,3
ṣamādu II,LAL₂suma,LALšu₂,4
ṣamādu II,LAL₂suma,LAL₂,4
ṣamādu II,LAL₂suma,muṣaammidat,9
ṣamādu II,LAL₂suma,ṣaamda,7
ṣamādu II,LAL₂suma,LA₂id,5
ṣamādu II,LAL₂suma,LA₂ma,3
ṣamādu II,LAL₂suma,LAL.LALma,4
ṣamādu II,LAL₂suma,LALsu,3
ṣamādu II,LAL₂suma,LAL₂id,4
ṣamādu II,LAL₂suma,LA₂suma,1
ṣamādu II,LAL₂suma,ṣaanduši,7
ṣamādu II,LAL₂suma,ṣaandu,7
ṣamādu II,LAL₂suma,ittanaaṣmid,10
ṣamādu II,LAL₂suma,LA₂.LA₂suma,3
ṣamādu II,LAL₂suma,LA₂.LA₂su,5
ṣamādu II,LAL₂suma,taaṣṣanamidsu,12
ṣamādu II,LAL₂suma,LA₂.LA₂idsuma,5
ṣamādu II,LAL₂suma,ṣamidaat,8
ṣamādu II,LAL₂suma,LA₂šu₂,4
ṣamādu II,LAL₂suma,LALsuma,1
ṣamādu II,LAL₂suma,LALidma,3
ṣamādu II,LAL₂suma,ṣamadu,7
ṣamādu II,LAL₂suma,liṣaammid,8
ṣamādu II,LAL₂suma,ṣaammadatama,10
ṣamādu II,LAL₂suma,ṣiindiiʾ,8
ṣamādu II,LAL₂suma,LAL.LAL,5
ṣamādu II,LAL₂suma,ṣamid,8
ṣamādu II,LAL₂suma,LA₂MEŠ,5
ṣamādu II,LAL₂suma,LALMEŠda,4
ṣamādu II,LAL₂suma,iṣaammedu,9
sar'u I,saarʾi,saarʾi,0
baluhhu I,{šim}BULUH,{šim}BULUH,0
baluhhu I,{šim}BULUH,{šim}BAL,3
baluhhu I,{šim}BULUH,{šim}MUG,4
baluhhu I,{šim}BULUH,BULUH,5
baluhhu I,{šim}BULUH,baluhi,10
baluhhu I,{šim}BULUH,{šim}BULUHHI.A,4
baluhhu I,{šim}BULUH,{u₂}HAL,7
baluhhu I,{šim}BULUH,buluhki,10
baluhhu I,{šim}BULUH,{šim}BULUH.HI.A,5
pēmtu I,NE,NE,0
pēmtu I,NE,peentuMEŠ,8
pēmtu I,NE,pe₂enti,7
pēmtu I,NE,peentu₄MEŠ,9
pēmtu I,NE,DE₃,2
pēmtu I,NE,peentu₄,7
pēmtu I,NE,peenti,6
pēmtu I,NE,piinti,6
pēmtu I,NE,pe₅enta,7
pēmtu I,NE,peenta,6
pēmtu I,NE,peendu,6
nahīru I,nahirišu₂,nahirišu₂,0
nahīru I,nahirišu₂,nahirašu₂,1
nahīru I,nahirišu₂,nahiir,4
nahīru I,nahirišu₂,BUN₂,8
nahīru I,nahirišu₂,nahiri,3
takkussu I,{gi}SAG.KUD,{gi}SAG.KUD,0
takkussu I,{gi}SAG.KUD,{gi}SAG.TAR,3
takkussu I,{gi}SAG.KUD,{gi}SAG.KU₅,1
takkussu I,{gi}SAG.KUD,takkuussa,11
miqtu I,ŠUBtu,ŠUBtu,0
miqtu I,ŠUBtu,ŠUB,2
miqtu I,ŠUBtu,miiqtu₄,5
miqtu I,ŠUBtu,miiqtu,4
miqtu I,ŠUBtu,miiqtu₂,5
miqtu I,ŠUBtu,miqit,5
miqtu I,ŠUBtu,miiqti,5
miqtu I,ŠUBtu,ŠUB(TA)ti₃,6
miqtu I,ŠUBtu,AN.TA.ŠUB.BA,9
miqtu I,ŠUBtu,meeqtu,4
miqtu I,ŠUBtu,miqi₂it,7
miqtu I,ŠUBtu,ŠUBtišu₂,3
kabru I,kabrati,kabrati,0
kabru I,kabrati,kabruti,1
kabru I,kabrati,kabbarat,3
kabru I,kabrati,GUR₄.RA,7
kabru I,kabrati,kabra,2
kabru I,kabrati,GUR₄,7
kabru I,kabrati,kabri,2
kabru I,kabrati,kabrutu,2
kabru I,kabrati,AL.GUR₄.RA,10
kabru I,kabrati,kabru₃,3
kabru I,kabrati,kabaaš₂ti,3
purādu I,SUHUR{ku₆}MEŠ,SUHUR{ku₆}MEŠ,0
purādu I,SUHUR{ku₆}MEŠ,puradu,12
purādu I,SUHUR{ku₆}MEŠ,SUHUR{ku₆},3
abālu I,tuša₂bal,tuša₂bal,0
abālu I,tuša₂bal,HAD₂ma,6
abālu I,tuša₂bal,HAD₂.DU,7
abālu I,tuša₂bal,HAD₂.A,7
abālu I,tuša₂bal,itablu,6
abālu I,tuša₂bal,ubbal,4
abālu I,tuša₂bal,ittanabbal,5
abālu I,tuša₂bal,HAD₂a,6
abālu I,tuša₂bal,HAD₂.RA₂,8
abālu I,tuša₂bal,libalu,6
abālu I,tuša₂bal,ibbal,5
abālu I,tuša₂bal,HAD₂ME,7
abālu I,tuša₂bal,ša₂bulatma,7
abālu I,tuša₂bal,ubbilu,6
abālu I,tuša₂bal,ša₂bulat,5
abālu I,tuša₂bal,ubbalu,5
abālu I,tuša₂bal,HAD₂MEŠ,7
abālu I,tuša₂bal,muubbil,5
abālu I,tuša₂bal,tubal,3
abālu I,tuša₂bal,abiil,6
abālu I,tuša₂bal,abil,5
abālu I,tuša₂bal,ibbalu,6
abālu I,tuša₂bal,abalu,5
abālu I,tuša₂bal,abala,5
abālu I,tuša₂bal,ubbulu,6
abālu I,tuša₂bal,HAD₂,7
abālu I,tuša₂bal,{+haa}HAD₂,9
abālu I,tuša₂bal,HAD.RA₂,8
Apil-Irra,(I)-a-pil-ìr-ra,(I)-a-pil-ìr-ra,0
Apil-Irra,(I)-a-pil-ìr-ra,a-pil-ìr-ra,4
Apil-Irra,(I)-a-pil-ìr-ra,(I)-a-pil-ìr-ra-ma,3
Apil-Irra,(I)-a-pil-ìr-ra,píl-ìr-ra,7
atkuppum,AD-KID,AD-KID,0
ištiššu,iš-ti-iš-šu,iš-ti-iš-šu,0
ištiššu,iš-ti-iš-šu,1-šu,8
šinîšu,ši-ni-šu,ši-ni-šu,0
šinîšu,ši-ni-šu,2-šu,5
ahum,ŠEŠ-NI,ŠEŠ-NI,0
ahum,ŠEŠ-NI,a-ah-ki,6
ahum,ŠEŠ-NI,am,6
ahum,ŠEŠ-NI,a-ah,5
ahum,ŠEŠ-NI,a-ah-ka,6
ahum,ŠEŠ-NI,a-hu-um,6
ahum,ŠEŠ-NI,a-ha-am,6
ahum,ŠEŠ-NI,ah-hi-šu-nu,10
ahum,ŠEŠ-NI,ah-hu-šu,7
ahum,ŠEŠ-NI,a-hi-šu,6
ahum,ŠEŠ-NI,ŠEŠ,3
ahum,ŠEŠ-NI,GÚ,6
ahum,ŠEŠ-NI,a-hu,5
ahum,ŠEŠ-NI,ah-hi,5
ahum,ŠEŠ-NI,a-hu-ka-a-ma,11
ahum,ŠEŠ-NI,ni,6
ahum,ŠEŠ-NI,ŠEŠ-A-NI,2
ahum,ŠEŠ-NI,ki-ma,5
ahum,ŠEŠ-NI,a-ah-šu,6
ahum,ŠEŠ-NI,ah-hi-šu,7
ahum,ŠEŠ-NI,a-hu-šu,6
ahum,ŠEŠ-NI,a-hi-ia,6
awîltum,a-wi-il-tum,a-wi-il-tum,0
awîltum,a-wi-il-tum,a-we-el-tam,3
wašâbum,wa-aš-ba-a-tu,wa-aš-ba-a-tu,0
wašâbum,wa-aš-ba-a-tu,úš-bu,9
wašâbum,wa-aš-ba-a-tu,wa-aš-bu,5
wašâbum,wa-aš-ba-a-tu,úš-ša-bu,8
wašâbum,wa-aš-ba-a-tu,úš-ša-ab,8
wašâbum,wa-aš-ba-a-tu,li-ši-ib,10
wašâbum,wa-aš-ba-a-tu,li-ši-ib-ma,10
wašâbum,wa-aš-ba-a-tu,nu-še-ši-ib,10
wašâbum,wa-aš-ba-a-tu,wa-ši-ib,8
wašâbum,wa-aš-ba-a-tu,wa-aš-bu-ú,5
wašâbum,wa-aš-ba-a-tu,ú-še-ši-ib-šu-nu-ti,13
wašâbum,wa-aš-ba-a-tu,wa-aš-ba-nu,3
wašâbum,wa-aš-ba-a-tu,nu-úš-bu-ma,8
wašâbum,wa-aš-ba-a-tu,bu,11
wašâbum,wa-aš-ba-a-tu,ú-še-ši-bu,9
wašâbum,wa-aš-ba-a-tu,wa-aš-ba,5
wašâbum,wa-aš-ba-a-tu,uš-bu,9
wašâbum,wa-aš-ba-a-tu,ib-ma,11
wašâbum,wa-aš-ba-a-tu,ú-še-ši-ib-šu,9
wašâbum,wa-aš-ba-a-tu,wa,11
wašâbum,wa-aš-ba-a-tu,uš-bu-ma,9
wašâbum,wa-aš-ba-a-tu,úš-ša-ab-ma,8
wašâbum,wa-aš-ba-a-tu,ša-bu-ma,9
wašâbum,wa-aš-ba-a-tu,wa-ša-ab,6
wašâbum,wa-aš-ba-a-tu,ša-ab,9
wašâbum,wa-aš-ba-a-tu,wa-aš-ba-at,2
huṣṣum,uh-ta-na-as-si,uh-ta-na-as-si,0
apâlum,a-pu-ul-šu,a-pu-ul-šu,0
apâlum,a-pu-ul-šu,i-pu-lu-šu,3
apâlum,a-pu-ul-šu,a-pu-ul,3
apâlum,a-pu-ul-šu,ap-la-aš-šu-ú-ma,10
apâlum,a-pu-ul-šu,ap-la-šu-nu-ti,9
apâlum,a-pu-ul-šu,ap-la-ni-iš-šu,8
apâlum,a-pu-ul-šu,ap-la-aš-šu-ma,8
apâlum,a-pu-ul-šu,i-pu-la-an-ni-ma,11
apâlum,a-pu-ul-šu,ap-la-šu,4
apâlum,a-pu-ul-šu,ta-ta-ap-la-šu-nu-ti,13
apâlum,a-pu-ul-šu,i-pu-la-an-ni,8
apâlum,a-pu-ul-šu,šu-up-pi-il-ma,9
apâlum,a-pu-ul-šu,ú-pu-ul-ma,3
apâlum,a-pu-ul-šu,lu-pu-ul-šu,2
apâlum,a-pu-ul-šu,a-pu-ul-šu-nu-ti-ma,9
apâlum,a-pu-ul-šu,a-pu-ul-šu-nu-ši-im-ma,12
apâlum,a-pu-ul-šu,ap-la-šu-nu-ti-ma,11
apâlum,a-pu-ul-šu,lu-ta-ap-pa-al-ka,11
apâlum,a-pu-ul-šu,i-pu-ul-šu-nu,4
apâlum,a-pu-ul-šu,šu-nu-ti,7
apâlum,a-pu-ul-šu,a-pu-ul-ka,2
apâlum,a-pu-ul-šu,ta-pu-ul,4
apâlum,a-pu-ul-šu,a-pu-ul-šu-ma,3
apâlum,a-pu-ul-šu,a-pa-lam,5
apâlum,a-pu-ul-šu,i-ta-ap-lu-ka,9
apâlum,a-pu-ul-šu,ta-pu-la,5
apâlum,a-pu-ul-šu,a-pa-li-im,5
apâlum,a-pu-ul-šu,ta-ap-pa-la-ma,9
apâlum,a-pu-ul-šu,šu-ti-i-ma,8
apâlum,a-pu-ul-šu,i-pu,7
apâlum,a-pu-ul-šu,li-pu-lu-šu-nu-ti,10
apâlum,a-pu-ul-šu,at-ta-na-ap-pa-al,13
apâlum,a-pu-ul-šu,a-pa-li-ia,5
apâlum,a-pu-ul-šu,ap-šu-nu-ti-ma,8
apâlum,a-pu-ul-šu,a-pa-lu-um-ma,6
apâlum,a-pu-ul-šu,i-pu-ul,4
apâlum,a-pu-ul-šu,i-pu-ul-šu,1
apâlum,a-pu-ul-šu,i-ip-pa-lu-ka,9
apâlum,a-pu-ul-šu,ta-pu-ul-šu-nu-ti,7
apâlum,a-pu-ul-šu,ta-pu-ul-šu,1
apâlum,a-pu-ul-šu,a-ap-pa-al-ka,7
apâlum,a-pu-ul-šu,a-pí-il,5
râbu I,iruubbu,iruubbu,0
râbu I,iruubbu,uštabraa,7
râbu I,iruubbu,irubu,2
râbu I,iruubbu,iruub,2
râbu I,iruubbu,tušariba,7
râbu I,iruubbu,murabbi,5
râbu I,iruubbu,raabu,4
râbu I,iruubbu,u₂raab,6
râbu I,iruubbu,muribbat,6
râbu I,iruubbu,u₂rabbi,5
palhiš I,palhiš,palhiš,0
palhiš I,palhiš,paalhiiš,2
palhiš I,palhiš,palhiiš,1
ela I,ela,ela,0
pāṭu I,paaṭ,paaṭ,0
pāṭu I,paaṭ,ZAG,4
pāṭu I,paaṭ,ZAGka,5
pāṭu I,paaṭ,ZAG.MU,6
pāṭu I,paaṭ,paṭ,1
pāṭu I,paaṭ,ZA₃MU,5
pāṭu I,paaṭ,ZAGMU,5
pāṭu I,paaṭ,ZAGša₂,5
pāṭu I,paaṭ,URUMU,5
pāṭu I,paaṭ,ZAGšu₂,6
pāṭu I,paaṭ,ZAGia,5
ṣurārû I,EME.ŠID,EME.ŠID,0
ṣurārû I,EME.ŠID,EME.DIR,2
ṣurārû I,EME.ŠID,EME.ŠID.EDIN.NA,8
ṣurārû I,EME.ŠID,ṣuraru,7
Esaggil I,e₂sagil₂,e₂sagil₂,0
Esaggil I,e₂sagil₂,E₂.SAG.GIL₂,9
Esaggil I,e₂sagil₂,E₂.SAG.IL₂,8
Esaggil I,e₂sagil₂,e₂saggil,2
Esaggil I,e₂sagil₂,e₂saggil₂,1
Esaggil I,e₂sagil₂,esagil₂,1
Esaggil I,e₂sagil₂,e₂.sag.il₂,2
šagīmu I,ša₂gimeš,ša₂gimeš,0
hiṣibtu I,hiṣibtani,hiṣibtani,0
hiṣibtu I,hiṣibtani,LA,9
Beli-ašared,(I)-be-lí-a-ša-re-ed,(I)-be-lí-a-ša-re-ed,0
nakrum,na-ka-ra-am,na-ka-ra-am,0
nakrum,na-ka-ra-am,na-ak-rum,5
nakrum,na-ka-ra-am,LÚ-KÚR,10
nakrum,na-ka-ra-am,na-ak-ri-im,4
nakrum,na-ka-ra-am,(lú)-KÚR,10
nakrum,na-ka-ra-am,KÚR,11
nakrum,na-ka-ra-am,na-ka-ra,3
šâlum,ša-al-ma,ša-al-ma,0
šâlum,ša-al-ma,ši-ta-al-ma,3
šâlum,ša-al-ma,i-ša-al-lu,4
šâlum,ša-al-ma,li-iš₇-ta-al-ma,7
šâlum,ša-al-ma,a-ša-al-ma,2
šâlum,ša-al-ma,li-ša-al-šu,5
šâlum,ša-al-ma,li,7
šâlum,ša-al-ma,a-ša-al,5
šâlum,ša-al-ma,ni-iš-ta-al-ma,6
šâlum,ša-al-ma,ni-iš-ta-lu-ma,8
šâlum,ša-al-ma,ta-ša-al,5
šâlum,ša-al-ma,a-ša-al-šu-nu-ti,10
šâlum,ša-al-ma,a-ša-al-ka,3
šâlum,ša-al-ma,áš-ta-al-ma,3
šâlum,ša-al-ma,ma,6
šâlum,ša-al-ma,ni-iš-ta-al,8
šâlum,ša-al-ma,aš-ta-na-al-ma,6
šâlum,ša-al-ma,ni-iš-al-ma,5
šâlum,ša-al-ma,li-iš-ta-al-ma,6
šâlum,ša-al-ma,iš-ta-lu,6
amertum,a-me-er-ti-šu,a-me-er-ti-šu,0
amertum,a-me-er-ti-šu,a-mi-ir-ta-šu,3
amertum,a-me-er-ti-šu,a-me-er-ta-šu,1
amertum,a-me-er-ti-šu,a-me-er-ta-šu-nu,4
amertum,a-me-er-ti-šu,i-me-er-ti-šu,1
amertum,a-me-er-ti-šu,a-me-er-ta-a-šu,3
kullumum,ú-ka-al-la-mu-ka,ú-ka-al-la-mu-ka,0
kullumum,ú-ka-al-la-mu-ka,ku-ul-li-im,10
kullumum,ú-ka-al-la-mu-ka,ku-ul-li-ma-ma,7
kullumum,ú-ka-al-la-mu-ka,lu-ka-al,11
kullumum,ú-ka-al-la-mu-ka,ú-ka-al-la-mu-ku-nu-ti,7
kullumum,ú-ka-al-la-mu-ka,li-ka-al-li-mu-ka,3
kullumum,ú-ka-al-la-mu-ka,ku-ul-lim,10
kullumum,ú-ka-al-la-mu-ka,ku-ul-li-im-šu-nu-ti,13
mehrum,me-he-er,me-he-er,0
mehrum,me-he-er,me-hi-ir,2
qalliš I,qališ,qališ,0
qalliš I,qališ,qalliš,1
mêšu I,amteeš,amteeš,0
mêšu I,amteeš,meeeš,2
mêšu I,amteeš,imteeš,1
mêšu I,amteeš,imeešu,3
mêšu I,amteeš,meeši,3
mêšu I,amteeš,meeša₂,4
mêšu I,amteeš,me₂eši,4
magal I,magal,magal,0
magal I,magal,GAL,5
magal I,magal,UL₄.GAL,7
unnīnu I,unniniia,unniniia,0
unnīnu I,unniniia,unnini,2
unnīnu I,unniniia,A.RA.ZU,8
unnīnu I,unniniia,u₂nenetum,6
unnīnu I,unniniia,unnin,3
unnīnu I,unniniia,unneniia,1
unnīnu I,unniniia,unninni,2
unnīnu I,unniniia,u₄nini,3
unnīnu I,unniniia,unninišu₂,3
unnīnu I,unniniia,unnina,2
unnīnu I,unniniia,unninniia,1
unnīnu I,unniniia,unnenuu₂a,4
unnīnu I,unniniia,unninuu₂a,3
unnīnu I,unniniia,unninišu₂nu,5
unnīnu I,unniniia,unninnišu,3
tēnintu I,teninti,teninti,0
aggu I,aggu,aggu,0
aggu I,aggu,agga,1
nâhu I,linuha,linuha,0
nâhu I,linuha,inaaah,4
nâhu I,linuha,inaah,4
nâhu I,linuha,linuuh,2
nâhu I,linuha,line₂huu,4
nâhu I,linuha,nuha,2
nâhu I,linuha,tunaah,5
nâhu I,linuha,HUN.GA₂ma,8
nâhu I,linuha,naahu,5
nâhu I,linuha,muniihhu,6
nâhu I,linuha,nuuh,4
nâhu I,linuha,niih,4
nâhu I,linuha,nehu,4
nâhu I,linuha,liniihhu,4
nâhu I,linuha,nuuhhu,5
nâhu I,linuha,HUN.GA₂,7
nâhu I,linuha,liniihhuka,5
nâhu I,linuha,u₂niih,5
nâhu I,linuha,u₂niihma,5
nâhu I,linuha,uštanniih,8
nâhu I,linuha,liniih,3
nâhu I,linuha,inuuhhu,4
nâhu I,linuha,linuhu,1
nâhu I,linuha,luneehhaaššunutima,14
nâhu I,linuha,u₂ne₂eh,6
nâhu I,linuha,u₂naahkunuši,10
nâhu I,linuha,line₂ehkunuši,9
nâhu I,linuha,muniih,5
nâhu I,linuha,u₂nahu,4
nâhu I,linuha,tuuttehu,7
nâhu I,linuha,neheet,6
nâhu I,linuha,u₂naahši,6
nâhu I,linuha,neeeh,5
nâhu I,linuha,innaha,3
nâhu I,linuha,nuuh₂hi,6
nâhu I,linuha,liniihka,3
nâhu I,linuha,inaha,2
nâhu I,linuha,linuuhka,2
nâhu I,linuha,nahiiš,6
nâhu I,linuha,ne₂hutu₂,7
nâhu I,linuha,ittuhu,4
nâhu I,linuha,inuhaam,3
nâhu I,linuha,nuhaamma,6
nâhu I,linuha,ane₂hu,5
nâhu I,linuha,linuuhšu₂,4
nâhu I,linuha,LU₂.TUR.HUN.GA₂,15
nâhu I,linuha,inuhu,2
kummu I,kuummaka,kuummaka,0
kummu I,kuummaka,E₂.NUN,8
kummu I,kuummaka,kuummu,3
kummu I,kuummaka,kuummeka,1
kummu I,kuummaka,AGRUN,8
kummu I,kuummaka,kuummi,3
mêš I,meeeš,meeeš,0
šabāsu I,tasbusu,tasbusu,0
šabāsu I,tasbusu,isbusu,2
šabāsu I,tasbusu,išabbusuma,5
šabāsu I,tasbusu,tasabuussu,3
šabāsu I,tasbusu,isbuusma,5
šabāsu I,tasbusu,tašbusu,1
šabāsu I,tasbusu,išabbusu,3
šabāsu I,tasbusu,šabsataannima,11
šabāsu I,tasbusu,išbusu,3
šabāsu I,tasbusu,šabsuma,5
šabāsu I,tasbusu,šaabsušu₂,5
šabāsu I,tasbusu,šabsu,3
šabāsu I,tasbusu,išbuusma,6
šabāsu I,tasbusu,išbuus,5
mākālu I,makalee,makalee,0
mākālu I,makalee,makalešu,2
mākālu I,makalee,makalaa,2
mākālu I,makalee,makaluu₂,3
mākālu I,makalee,makalatum,4
mākālu I,makalee,maakluu₂,5
mākālu I,makalee,makala,2
mākālu I,makalee,makališu₂,4
qiāšu I,qi₂ša₂,qi₂ša₂,0
qiāšu I,qi₂ša₂,qaišu₂,3
qiāšu I,qi₂ša₂,qi₂šam,1
qiāšu I,qi₂ša₂,qaišat,3
qiāšu I,qi₂ša₂,qi₂iša₂,1
qiāšu I,qi₂ša₂,iqi₂ašiimma,7
qiāšu I,qi₂ša₂,taqašu₂,5
qiāšu I,qi₂ša₂,aqiš,4
qiāšu I,qi₂ša₂,iqiški,4
qiāšu I,qi₂ša₂,iqi₂iš,4
qiāšu I,qi₂ša₂,aqiškunuši,8
qiāšu I,qi₂ša₂,qaʾišu,5
qiāšu I,qi₂ša₂,u₂qašu₂,5
qiāšu I,qi₂ša₂,qaʾišat,4
qiāšu I,qi₂ša₂,iqiš,4
qiāšu I,qi₂ša₂,iqasi,5
qiāšu I,qi₂ša₂,taqaaša₂,4
qiāšu I,qi₂ša₂,taqi₂šima,5
qiāšu I,qi₂ša₂,qaiša₂at,4
qiāšu I,qi₂ša₂,iqaaša₂,3
qiāšu I,qi₂ša₂,BA,6
qiāšu I,qi₂ša₂,qi₂šam₂,1
qiāšu I,qi₂ša₂,liqissu,6
qiāšu I,qi₂ša₂,qi₂iš,3
qiāšu I,qi₂ša₂,aqissunuti,8
qiāšu I,qi₂ša₂,qi₂šu₂ma,3
qiāšu I,qi₂ša₂,NIG₂.BAsu,8
qiāšu I,qi₂ša₂,qi₂issu,4
qiāšu I,qi₂ša₂,qi₂šišu,3
qiāšu I,qi₂ša₂,qaišu,4
ka'inimmaku I,KA.INIM.MA,KA.INIM.MA,0
ka'inimmaku I,KA.INIM.MA,kainimma,10
ka'inimmaku I,KA.INIM.MA,KAINIMMA,2
kullatu I,kullat,kullat,0
kullatu I,kullat,kuullatu₄,3
kullatu I,kullat,kullati₃,2
kullatu I,kullat,kullaat,1
kullatu I,kullat,kullatsina,4
kullatu I,kullat,kullati,1
kullatu I,kullat,kul₂lati,2
kullatu I,kullat,kul₂lat,1
kullatu I,kullat,kullatišu₂nu,6
kullatu I,kullat,kullatsunu,4
kullatu I,kullat,kullata,1
kullatu I,kullat,kullate,1
puhādu I,UDU.SILA₄,UDU.SILA₄,0
puhādu I,UDU.SILA₄,{udu}SILA₄,5
puhādu I,UDU.SILA₄,puhadsa,9
puhādu I,UDU.SILA₄,puhadi,9
puhādu I,UDU.SILA₄,{udu}SILA₄MEŠ,8
puhādu I,UDU.SILA₄,puhadu,9
